,X,Y,Z,dist_km,id
40,-2445131.707834768,-36581.90807544866,10.63188196658424,15.35095806791531,1
41,-2444799.8283543577,-36554.0190434814,10.755676680096435,15.684007294939672,1
42,-2444467.9488739474,-36526.130011514135,9.932634576276222,16.017056521964037,1
43,-2444136.069393537,-36498.24097954687,8.44743953829385,16.3501057489884,1
44,-2443804.1899131266,-36470.35194757961,8.056128316669497,16.683154976012766,1
45,-2443472.3104327163,-36442.46291561235,8.490714239636816,17.01620420303713,1
46,-2443140.4309523064,-36414.57388364513,9.243549940614745,17.34925343006103,1
47,-2442808.551471896,-36386.68485167787,10.024967449453806,17.68230265708539,1
48,-2442476.6719914856,-36358.795819710605,10.604875716251899,18.015351884109755,1
49,-2442144.7925110753,-36330.90678774334,10.905515642176049,18.348401111134116,1
50,-2441812.913030665,-36303.01775577608,11.547070755937504,18.68145033815848,1
51,-2441481.0335502545,-36275.12872380882,12.116126281415623,19.01449956518284,1
52,-2441149.1540698446,-36247.2396918416,13.197066726447185,19.34754879220674,1
53,-2440817.2745894343,-36219.35065987434,14.87102593218969,19.680598019231102,1
54,-2440485.395109024,-36191.461627907076,15.145572267822574,20.013647246255466,1
55,-2440153.5156286135,-36163.57259593981,14.092948250927472,20.34669647327983,1
56,-2439821.636148203,-36135.683563972554,12.840526282188227,20.679745700304192,1
57,-2439489.756667793,-36107.79453200529,13.139600624259467,21.012794927328557,1
58,-2439157.8771873824,-36079.90550003803,13.49643832739592,21.345844154352918,1
59,-2438825.9977069725,-36052.01646807081,14.052452757641706,21.678893381376817,1
60,-2438494.118226562,-36024.12743610355,14.224237927039947,22.011942608401178,1
61,-2438162.238746152,-35996.23840413628,13.256413546977988,22.344991835425542,1
62,-2437830.3592657414,-35968.349372169025,13.538014270746743,22.678041062449907,1
63,-2437498.479785331,-35940.46034020176,13.190076079732187,23.011090289474268,1
64,-2437166.6003049207,-35912.5713082345,12.732364775532872,23.344139516498633,1
65,-2436834.7208245103,-35884.68227626724,12.413595397956083,23.677188743522994,1
66,-2436502.8413441004,-35856.79324430002,11.824808308722613,24.010237970546893,1
67,-2436170.96186369,-35828.90421233275,11.61395903172252,24.343287197571254,1
68,-2435839.0823832797,-35801.015180365495,11.01839495169342,24.67633642459562,1
69,-2435507.2029028693,-35773.12614839823,9.149102943468689,25.009385651619983,1
70,-2435175.323422459,-35745.23711643097,6.057034262792324,25.342434878644344,1
71,-2434843.4439420486,-35717.34808446371,4.261906993092814,25.67548410566871,1
72,-2434511.564461638,-35689.459052496444,5.20593213056304,26.00853333269307,1
73,-2434179.6849812283,-35661.57002052922,7.716277444355292,26.34158255971697,1
74,-2433847.805500818,-35633.680988561966,9.550032497968099,26.67463178674133,1
75,-2433515.9260204076,-35605.7919565947,9.933827429085081,27.007681013765694,1
76,-2433184.046539997,-35577.902924627444,9.81290326696677,27.34073024079006,1
77,-2432852.167059587,-35550.01389266018,9.930772573578436,27.67377946781442,1
78,-2432520.2875791765,-35522.124860692915,9.992555954474488,28.006828694838784,1
79,-2432188.408098766,-35494.23582872566,9.779308003380091,28.339877921863145,1
80,-2431856.528618356,-35466.34679675844,8.936004260224891,28.672927148887045,1
81,-2431524.649137946,-35438.45776479117,7.895923711755922,29.005976375911406,1
82,-2431192.7696575355,-35410.568732823915,7.623344764377565,29.33902560293577,1
83,-2430860.890177125,-35382.67970085665,7.372383564185101,29.67207482996013,1
84,-2430529.0106967147,-35354.790668889385,7.1630528571382985,30.005124056984496,1
85,-2430197.1312163044,-35326.90163692213,6.712217235587618,30.33817328400886,1
86,-2429865.251735894,-35299.01260495486,6.629132943894374,30.67122251103322,1
87,-2429533.372255484,-35271.12357298764,7.5181795004121055,31.00427173805712,1
88,-2429201.4927750737,-35243.234541020385,7.665173326654227,31.33732096508148,1
89,-2428869.6132946634,-35215.34550905312,7.505016417657539,31.670370192105846,1
90,-2428537.733814253,-35187.456477085856,7.636418546729206,32.00341941913021,1
91,-2428205.8543338426,-35159.5674451186,7.076922229770376,32.33646864615457,1
92,-2427873.9748534323,-35131.678413151334,7.478706891921473,32.66951787317893,1
93,-2427542.095373022,-35103.78938118408,8.273284719691151,33.0025671002033,1
94,-2427210.215892612,-35075.900349216856,8.664096979213888,33.33561632722719,1
95,-2426878.3364122016,-35048.01131724959,8.39753487084794,33.66866555425156,1
96,-2426546.4569317913,-35020.12228528233,7.872579438386924,34.00171478127592,1
97,-2426214.577451381,-34992.23325331507,7.040685214121913,34.33476400830028,1
98,-2425882.6979709705,-34964.344221347805,6.478072364219251,34.667813235324644,1
99,-2425550.81849056,-34936.45518938055,6.7044106561139145,35.00086246234901,1
100,-2425218.93901015,-34908.56615741328,7.570829530333569,35.33391168937337,1
101,-2424887.05952974,-34880.67712544606,8.21595547535692,35.66696091639727,1
102,-2424555.1800493295,-34852.7880934788,8.11064263535409,36.00001014342163,1
103,-2424223.300568919,-34824.89906151154,7.54877065573846,36.333059370445994,1
104,-2423891.421088509,-34797.010029544275,6.680004404628218,36.66610859747036,1
105,-2423559.5416080984,-34769.12099757702,5.921523585502308,36.99915782449472,1
106,-2423227.662127688,-34741.23196560975,5.963783019418865,37.332207051519084,1
107,-2422895.7826472777,-34713.34293364249,6.998088980740967,37.66525627854345,1
108,-2422563.903166868,-34685.45390167527,8.139056555360327,37.998305505567345,1
109,-2422232.0236864574,-34657.56486970801,8.857547054861433,38.33135473259171,1
110,-2421900.144206047,-34629.675837740746,8.932097640960857,38.664403959616074,1
111,-2421568.2647256367,-34601.78680577349,8.277353204580344,38.997453186640435,1
112,-2421236.3852452263,-34573.897773806224,7.532419828473095,39.330502413664796,1
113,-2420904.505764816,-34546.00874183896,6.269825094496422,39.663551640689164,1
114,-2420572.6262844056,-34518.1197098717,5.455223585481497,39.996600867713525,1
115,-2420240.7468039957,-34490.23067790448,5.448392672651498,40.329650094737424,1
116,-2419908.8673235853,-34462.34164593722,5.934888971629584,40.662699321761785,1
117,-2419576.987843175,-34434.45261396996,6.119251699118146,40.995748548786146,1
118,-2419245.1083627646,-34406.563582002695,6.362758277773613,41.328797775810514,1
119,-2418913.228882354,-34378.67455003543,6.740611395057432,41.661847002834875,1
120,-2418581.349401944,-34350.78551806817,6.898620763165761,41.994896229859236,1
121,-2418249.4699215335,-34322.89648610091,7.104186369067158,42.3279454568836,1
122,-2417917.5904411236,-34295.00745413369,5.752649477100702,42.6609946839075,1
123,-2417585.710960713,-34267.11842216643,4.576796211536957,42.994043910931865,1
124,-2417253.831480303,-34239.229390199165,4.259895186135025,43.327093137956226,1
125,-2416921.9519998925,-34211.3403582319,4.65172849516634,43.66014236498059,1
126,-2416590.072519482,-34183.45132626464,5.486304203219952,43.99319159200495,1
127,-2416258.1930390717,-34155.56229429738,5.799227991603408,44.326240819029316,1
128,-2415926.3135586614,-34127.67326233012,6.101344004189191,44.65929004605368,1
129,-2415594.4340782515,-34099.7842303629,5.736890090978846,44.992339273077576,1
130,-2415262.554597841,-34071.895198395636,4.530602212542657,45.32538850010194,1
131,-2414930.6751174307,-34044.00616642837,3.706079030030786,45.6584377271263,1
132,-2414598.7956370204,-34016.117134461114,4.116952210984309,45.991486954150666,1
133,-2414266.91615661,-33988.22810249385,5.182736686158604,46.32453618117503,1
134,-2413935.0366761996,-33960.33907052659,5.777164657520268,46.65758540819939,1
135,-2413603.1571957893,-33932.45003855933,5.875662577676279,46.99063463522375,1
136,-2413271.2777153794,-33904.56100659211,5.772481745175038,47.32368386224765,1
137,-2412939.398234969,-33876.67197462484,5.64319204254696,47.65673308927201,1
138,-2412607.5187545586,-33848.782942657584,5.684170411994892,47.98978231629638,1
139,-2412275.6392741483,-33820.89391069032,6.125089747604111,48.32283154332074,1
140,-2411943.759793738,-33793.00487872306,6.678890075749639,48.6558807703451,1
141,-2411611.8803133275,-33765.1158467558,6.578778905495734,48.98892999736947,1
142,-2411280.000832917,-33737.22681478854,5.822129094445846,49.32197922439383,1
143,-2410948.1213525073,-33709.33778282131,5.2390674703153195,49.65502845141773,1
144,-2410616.241872097,-33681.448750854055,4.933396356676553,49.98807767844209,1
145,-2410284.3623916865,-33653.55971888679,4.3520509597789445,50.32112690546645,1
146,-2409952.482911276,-33625.67068691953,4.32553632369947,50.65417613249082,1
147,-2409620.603430866,-33597.78165495227,3.348511442696041,50.98722535951518,1
148,-2409288.7239504554,-33569.892622985004,3.7137430693028857,51.32027458653954,1
149,-2408956.844470045,-33542.00359101775,4.4866302314311755,51.6533238135639,1
150,-2408624.964989635,-33514.114559050526,4.74680238628196,51.9863730405878,1
151,-2408293.085509225,-33486.22552708326,5.3910897412471295,52.31942226761216,1
152,-2407961.2060288144,-33458.336495116004,5.390071853536922,52.65247149463653,1
153,-2407629.326548404,-33430.44746314874,5.199619619028276,52.98552072166089,1
154,-2407297.4470679937,-33402.558431181475,4.913627133223039,53.31856994868525,1
155,-2406965.5675875833,-33374.66939921422,5.45796003431715,53.65161917570962,1
156,-2406633.688107173,-33346.78036724695,5.654933324225472,53.98466840273398,1
157,-2406301.808626763,-33318.89133527973,4.93031513464201,54.31771762975788,1
158,-2405969.9291463527,-33291.002303312474,4.232138453201283,54.65076685678224,1
159,-2405638.0496659423,-33263.11327134521,3.9190060519809022,54.9838160838066,1
160,-2405306.170185532,-33235.224239377945,3.8970240182084246,55.31686531083097,1
161,-2404974.2907051216,-33207.33520741069,3.91404137976786,55.64991453785533,1
162,-2404642.411224711,-33179.44617544342,3.757515355742015,55.98296376487969,1
163,-2404310.5317443013,-33151.5571434762,3.5740514324030523,56.31601299190359,1
164,-2403978.652263891,-33123.668111508945,3.4472957029197913,56.64906221892795,1
165,-2403646.7727834806,-33095.77907954168,3.381112834716251,56.98211144595231,1
166,-2403314.89330307,-33067.890047574416,3.454361934026976,57.31516067297668,1
167,-2402983.01382266,-33040.00101560716,3.586237425251952,57.64820990000104,1
168,-2402651.1343422495,-33012.111983639894,3.6120650281918008,57.9812591270254,1
169,-2402319.254861839,-32984.22295167264,3.6226326387923193,58.31430835404977,1
170,-2401987.375381429,-32956.333919705416,3.417710433652927,58.64735758107366,1
171,-2401655.495901019,-32928.44488773815,2.760975600879246,58.98040680809803,1
172,-2401323.6164206085,-32900.55585577089,2.8801902627507703,59.31345603512239,1
173,-2400991.736940198,-32872.66682380363,2.410374243188745,59.64650526214675,1
174,-2400659.8574597877,-32844.777791836364,1.9097552410258825,59.979554489171115,1
175,-2400327.9779793774,-32816.88875986911,1.6274288386657378,60.31260371619548,1
176,-2399996.098498967,-32788.99972790184,2.693897810323207,60.645652943219844,1
177,-2399664.219018557,-32761.11069593462,4.042622719674946,60.97870217024374,1
178,-2399332.3395381467,-32733.22166396736,4.450296873129992,61.311751397268104,1
179,-2399000.4600577364,-32705.3326320001,3.9662062824267847,61.644800624292465,1
180,-2398668.580577326,-32677.443600032835,2.3734113718872107,61.97784985131683,1
181,-2398336.7010969156,-32649.554568065574,1.5193217090616669,62.310899078341194,1
182,-2398004.8216165053,-32621.665536098313,0.962431975542636,62.643948305365555,1
183,-2397672.942136095,-32593.776504131052,2.3475004350305335,62.97699753238992,1
184,-2397341.062655685,-32565.88747216383,2.96076085084772,63.310046759413815,1
185,-2397009.1831752746,-32537.99844019657,1.7734086942589715,63.64309598643818,1
186,-2396677.3036948643,-32510.109408229306,1.130264288361895,63.976145213462544,1
187,-2396345.424214454,-32482.220376262045,0.5159186247949709,64.3091944404869,1
188,-2396013.5447340435,-32454.331344294784,-0.10418887989635688,64.64224366751127,1
189,-2395681.665253633,-32426.442312327523,0.27536502848620303,64.97529289453563,1
190,-2395349.785773223,-32398.553280360262,1.5529411537371138,65.30834212156,1
191,-2395017.906292813,-32370.66424839304,2.1368184928301224,65.64139134858388,1
192,-2394686.0268124025,-32342.775216425776,0.9976801283499045,65.97444057560826,1
193,-2394354.147331992,-32314.886184458515,-1.1291990837202255,66.30748980263263,1
194,-2394022.267851582,-32286.997152491254,-2.3000276849733767,66.64053902965699,1
195,-2393690.3883711714,-32259.108120523993,-2.091990995777807,66.97358825668137,1
196,-2393358.508890761,-32231.219088556732,-1.1905924158330738,67.30663748370574,1
197,-2393026.6294103507,-32203.33005658947,-0.08137379240260911,67.6396867107301,1
198,-2392694.749929941,-32175.441024622247,0.887196772577977,67.972735937754,1
199,-2392362.8704495304,-32147.551992654986,1.395253265548002,68.30578516477837,1
200,-2392030.99096912,-32119.662960687725,1.346440096939276,68.63883439180273,1
201,-2391699.1114887097,-32091.773928720464,1.0698456323757342,68.9718836188271,1
202,-2391367.2320082993,-32063.884896753203,-0.32707953414817026,69.30493284585148,1
203,-2391035.352527889,-32035.995864785942,-1.3063263146302235,69.63798207287584,1
204,-2390703.4730474786,-32008.10683281868,-0.4822229329792956,69.97103129990022,1
205,-2390371.5935670687,-31980.217800851457,0.012580120268184338,70.30408052692411,1
206,-2390039.7140866583,-31952.328768884196,1.1006560586923808,70.63712975394849,1
207,-2389707.834606248,-31924.439736916935,2.0326301273887704,70.97017898097285,1
208,-2389375.9551258376,-31896.550704949674,2.1837383069170704,71.30322820799722,1
209,-2389044.075645427,-31868.66167298241,1.8651554758344806,71.6362774350216,1
210,-2388712.196165017,-31840.77264101515,1.4452425153640471,71.96932666204596,1
211,-2388380.3166846065,-31812.883609047887,0.9710182155653581,72.30237588907033,1
212,-2388048.4372041966,-31784.994577080666,1.4221921246383435,72.63542511609423,1
213,-2387716.557723786,-31757.105545113405,2.278920618814877,72.96847434311859,1
214,-2387384.678243376,-31729.216513146144,2.5965769164443424,73.30152357014296,1
215,-2387052.7987629655,-31701.32748117888,2.1674777210315086,73.63457279716734,1
216,-2386720.919282555,-31673.438449211622,1.6349306302365052,73.9676220241917,1
217,-2386389.0398021447,-31645.549417244358,1.4911572767018977,74.30067125121607,1
218,-2386057.1603217344,-31617.660385277097,1.6469942077156032,74.63372047824045,1
219,-2385725.2808413245,-31589.771353309876,1.7549677948834705,74.96676970526434,1
220,-2385393.401360914,-31561.882321342615,1.8828593921251247,75.2998189322887,1
221,-2385061.5218805037,-31533.99328937535,1.9964222098290283,75.63286815931308,1
222,-2384729.6424000934,-31506.104257408093,1.8193811560928372,75.96591738633745,1
223,-2384397.762919683,-31478.21522544083,1.3166301236989322,76.29896661336181,1
224,-2384065.8834392726,-31450.326193473567,1.197512861761618,76.63201584038619,1
225,-2383734.0039588623,-31422.437161506306,1.6261261806493212,76.96506506741056,1
226,-2383402.1244784524,-31394.548129539085,1.9790968833317575,77.29811429443444,1
227,-2383070.244998042,-31366.65909757182,1.9615327470720412,77.63116352145882,1
228,-2382738.3655176316,-31338.77006560456,1.5982112300814308,77.96421274848319,1
229,-2382406.4860372213,-31310.8810336373,1.2765433563823136,78.29726197550755,1
230,-2382074.606556811,-31282.992001670038,1.1367740008750564,78.63031120253193,1
231,-2381742.7270764005,-31255.102969702777,1.027677234820988,78.9633604295563,1
232,-2381410.84759599,-31227.213937735516,1.1561947579637664,79.29640965658066,1
233,-2381078.9681155803,-31199.32490576829,1.667060465356852,79.62945888360456,1
234,-2380747.08863517,-31171.43587380103,1.8242738094978541,79.96250811062893,1
235,-2380415.2091547595,-31143.54684183377,1.2005866857827918,80.29555733765329,1
236,-2380083.329674349,-31115.65780986651,1.0634565942093699,80.62860656467767,1
237,-2379751.450193939,-31087.768777899248,1.0786045495213534,80.96165579170204,1
238,-2379419.5707135284,-31059.879745931987,0.6944137242139932,81.2947050187264,1
239,-2379087.691233118,-31031.990713964726,0.002297055435967324,81.62775424575078,1
240,-2378755.811752708,-31004.1016819975,-1.215972194083271,81.96080347277467,1
241,-2378423.932272298,-30976.21265003024,-1.9770743010931526,82.29385269979905,1
242,-2378092.0527918874,-30948.32361806298,-2.004596319420125,82.62690192682341,1
243,-2377760.173311477,-30920.43458609572,-1.1753693403791943,82.95995115384778,1
244,-2377428.2938310667,-30892.545554128457,-0.28820833940441765,83.29300038087216,1
245,-2377096.4143506563,-30864.656522161196,0.968753702767575,83.62604960789652,1
246,-2376764.534870246,-30836.76749019393,1.8248752635775276,83.9590988349209,1
247,-2376432.655389836,-30808.87845822671,1.9495592739998053,84.29214806194479,1
248,-2376100.7759094257,-30780.98942625945,1.7760718871593932,84.62519728896915,1
249,-2375768.8964290153,-30753.10039429219,1.436852935835679,84.95824651599352,1
250,-2375437.016948605,-30725.211362324928,1.316664495679529,85.2912957430179,1
251,-2375105.1374681946,-30697.322330357667,1.5073575880200059,85.62434497004226,1
252,-2374773.257987784,-30669.433298390402,1.7792338727471686,85.95739419706663,1
253,-2374441.378507374,-30594.00638115488,2.1806628920302975,86.29773697921591,1
254,-2374109.499026964,-30463.206821228625,2.7971161543334913,86.65446168314605,1
255,-2373777.6195465536,-30332.407261302185,3.186083204436518,87.01118638707669,1
256,-2373445.740066143,-30201.60770137575,3.3052454751376192,87.36791109100733,1
257,-2373113.860585733,-30070.80814144931,2.659660441123658,87.72463579493798,1
258,-2372781.9811053225,-29940.008581522874,1.6429678090307887,88.08136049886862,1
259,-2372450.101624912,-29809.209021596434,0.96765367906391,88.43808520279926,1
260,-2372118.2221445017,-29678.40946167,0.9548156100982226,88.7948099067299,1
261,-2371786.342664092,-29547.609901743745,1.2617910031830315,89.15153461066004,1
262,-2371454.4631836815,-29416.810341817305,1.6743675742603894,89.50825931459067,1
263,-2371122.583703271,-29286.01078189087,1.9688337214765985,89.86498401852131,1
264,-2370790.7042228607,-29155.21122196443,1.9666289382735842,90.22170872245195,1
265,-2370458.8247424504,-29024.411662037994,1.6926799607374337,90.57843342638259,1
266,-2370126.94526204,-28893.612102111554,1.4801040859485954,90.93515813031323,1
267,-2369795.0657816296,-28762.81254218512,1.7324822056357465,91.29188283424386,1
268,-2369463.1863012197,-28632.012982258864,1.8195168077201491,91.648607538174,1
269,-2369131.3068208094,-28501.213422332425,1.73800930804992,92.00533224210464,1
270,-2368799.427340399,-28370.41386240599,0.7256867914129088,92.36205694603528,1
271,-2368467.5478599886,-28239.614302479553,-0.7686811423500332,92.71878164996592,1
272,-2368135.6683795783,-28108.814742553113,-0.6192300815000498,93.07550635389656,1
273,-2367803.788899168,-27978.015182626677,0.8706275861472909,93.4322310578272,1
274,-2367471.909418758,-27847.215622700423,1.8010324987331625,93.78895576175735,1
275,-2367140.0299383476,-27716.416062773984,2.522269251762488,94.14568046568799,1
276,-2366808.1504579373,-27585.616502847548,2.2359556148311195,94.50240516961863,1
277,-2366476.270977527,-27454.81694292111,0.46690837477167624,94.85912987354926,1
278,-2366144.3914971165,-27324.017382994673,-2.5715663039977112,95.2158545774799,1
279,-2365812.512016706,-27193.217823068233,-4.064097256469971,95.57257928141054,1
280,-2365480.632536296,-27062.418263141797,-3.770517411061237,95.92930398534118,1
281,-2365148.7530558854,-26931.618703215358,-2.3596628697255126,96.28602868927182,1
282,-2364816.8735754755,-26800.819143289104,-1.029221843907653,96.64275339320196,1
283,-2364484.994095065,-26670.019583362668,-0.5850993315802213,96.9994780971326,1
284,-2364153.114614655,-26539.22002343623,-0.619130238692427,97.35620280106323,1
285,-2363821.2351342444,-26408.420463509792,-0.5577408394421679,97.71292750499387,1
286,-2363489.355653834,-26277.620903583353,-0.19964859736732113,98.06965220892451,1
287,-2363157.4761734237,-26146.821343656917,0.009803744338278624,98.42637691285515,1
288,-2362825.596693014,-26016.021783730663,0.14345211076141384,98.78310161678529,1
289,-2362493.7172126034,-25885.222223804223,0.33374230494431323,99.13982632071593,1
290,-2362161.837732193,-25754.422663877787,0.5333255889929996,99.49655102464656,1
291,-2361829.9582517827,-25623.62310395135,0.967872253367733,99.85327572857722,1
292,-2361498.0787713723,-25492.823544024912,1.3654617934487694,100.21000043250785,1
293,-2361166.199290962,-25362.023984098476,1.699124526363462,100.56672513643849,1
294,-2360834.3198105516,-25231.224424172036,1.7479329475973011,100.92344984036913,1
295,-2360502.4403301417,-25100.424864245782,1.1750491034960038,101.28017454429927,1
296,-2360170.5608497313,-24969.625304319346,0.5150782830010736,101.63689924822991,1
297,-2359838.681369321,-24838.825744392907,0.17427121197200052,101.99362395216055,1
298,-2359506.8018889106,-24708.02618446647,0.07596368237329051,102.35034865609119,1
299,-2359174.9224085,-24577.22662454003,-0.36583145735573774,102.70707336002182,1
300,-2358843.04292809,-24446.427064613596,-1.156303298850419,103.06379806395246,1
301,-2358511.1634476795,-24315.62750468716,-1.8541819749274384,103.4205227678831,1
302,-2358179.2839672696,-24184.827944760902,-2.4044304079862506,103.77724747181324,1
303,-2357847.404486859,-24054.028384834466,-2.1663925437371137,104.13397217574388,1
304,-2357515.525006449,-23923.22882490803,-1.6242838501953565,104.49069687967452,1
305,-2357183.6455260385,-23792.42926498159,-1.1211212916120379,104.84742158360515,1
306,-2356851.766045628,-23661.62970505515,-0.6584736576932031,105.20414628753579,1
307,-2356519.8865652177,-23530.830145128715,-0.24244696004219657,105.56087099146643,1
308,-2356188.0070848074,-23400.03058520228,0.0958805719800144,105.91759569539707,1
309,-2355856.1276043975,-23269.23102527602,0.08217784984167782,106.27432039932722,1
310,-2355524.248123987,-23138.431465349586,0.016567707759932188,106.63104510325786,1
311,-2355192.3686435767,-23007.63190542315,-0.042875892887465836,106.9877698071885,1
312,-2354860.4891631664,-22876.83234549671,0.30389673064198486,107.34449451111914,1
313,-2354528.609682756,-22746.032785570274,0.5996674360942573,107.70121921504978,1
314,-2354196.7302023456,-22615.233225643835,0.8049086591505435,108.05794391898041,1
315,-2353864.8507219353,-22484.4336657174,0.5584346509058309,108.41466862291105,1
316,-2353532.9712415254,-22353.634105791145,0.08201925789543983,108.77139332684119,1
317,-2353201.091761115,-22222.83454586471,0.009756519762253436,109.12811803077183,1
318,-2352869.2122807046,-22092.03498593827,0.10010813312377258,109.48484273470247,1
319,-2352537.3328002943,-21961.23542601183,0.04007808480594893,109.8415674386331,1
320,-2352205.453319884,-21830.435866085394,-0.1002542269740616,110.19829214256374,1
321,-2351873.5738394735,-21699.636306158958,-0.07905748471280385,110.55501684649438,1
322,-2351541.694359063,-21568.83674623252,0.15191182867025102,110.91174155042502,1
323,-2351209.8148786533,-21438.037186306265,0.2688636024822984,111.26846625435516,1
324,-2350877.935398243,-21307.23762637983,0.16552801526345512,111.6251909582858,1
325,-2350546.0559178325,-21176.43806645339,-0.3396647643598178,111.98191566221645,1
326,-2350214.176437422,-21045.63850652695,-0.5672424424393898,112.33864036614709,1
327,-2349882.296957012,-20914.838946600514,-0.5697260043563613,112.69536507007773,1
328,-2349550.4174766014,-20784.039386674078,-0.23366272429594503,113.05208977400837,1
329,-2349218.537996191,-20653.23982674764,-0.1397707206107199,113.408814477939,1
330,-2348886.658515781,-20522.440266821384,-0.36633062516597176,113.76553918186914,1
331,-2348554.779035371,-20391.64070689495,-0.6966025811146374,114.12226388579978,1
332,-2348222.8995549604,-20260.84114696851,-0.7619031499568143,114.47898858973042,1
333,-2347891.02007455,-20130.04158704207,-0.9448700383820149,114.83571329366106,1
334,-2347559.1405941397,-19999.242027115637,-1.08847017554626,115.1924379975917,1
335,-2347227.2611137293,-19868.442467189197,-0.9419626563554291,115.54916270152233,1
336,-2346895.381633319,-19737.642907262758,-0.669969487073627,115.90588740545297,1
337,-2346563.502152909,-19606.843347336508,-0.6301426683679587,116.26261210938311,1
338,-2346231.6226724987,-19476.043787410068,-0.7680790506335499,116.61933681331375,1
339,-2345899.7431920883,-19345.24422748363,-0.9820632672032321,116.97606151724439,1
340,-2345567.863711678,-19214.444667557193,-1.072888609847529,117.33278622117503,1
341,-2345235.9842312676,-19083.645107630757,-1.1388679867841678,117.68951092510567,1
342,-2344904.104750857,-18952.845547704317,-1.4150852433632672,118.0462356290363,1
343,-2344572.225270447,-18822.045987777878,-1.8589857409682264,118.40296033296694,1
344,-2344240.345790037,-18691.246427851627,-1.674175260893792,118.7596850368971,1
345,-2343908.4663096266,-18560.446867925188,-1.7196339194215844,119.11640974082773,1
346,-2343576.586829216,-18429.647307998748,-1.6774096750722975,119.47313444475837,1
347,-2343244.707348806,-18298.847748072312,-1.9641548309925663,119.82985914868901,1
348,-2342912.8278683955,-18168.048188145876,-2.3269576442735382,120.18658385261965,1
349,-2342580.948387985,-18037.248628219437,-2.3325635109533605,120.54330855655029,1
350,-2342249.0689075748,-17906.449068292997,-1.9501035444875896,120.90003326048092,1
351,-2341917.189427165,-17775.649508366747,-1.8238317385054794,121.25675796441107,1
352,-2341585.3099467545,-17644.849948440307,-1.3260294474606091,121.6134826683417,1
353,-2341253.430466344,-17514.05038851387,-0.5995482263867565,121.97020737227234,1
354,-2340921.5509859337,-17383.250828587436,-0.32078272274682246,122.32693207620298,1
355,-2340589.6715055234,-17252.451268660996,-0.7676282129054534,122.68365678013362,1
